# x,y,z
-1.158406647752392715e-02,-5.547560865369487865e-02,-7.497897666867602007e-02
-1.013943382246867975e-02,2.474910089800772678e-02,-3.555716763993932439e-02
-1.287579603302019260e-02,4.037632494659654930e-02,-4.581484189909168503e-03
-8.393507223418111840e-03,3.357603626228655019e-02,1.714386613876651977e-02
-3.595753255543363003e-02,2.263709467937278369e-02,-3.296949537226706584e-02
-4.451643712631496441e-02,3.884473628196576794e-02,-5.677923760457184721e-03
-4.685155090492187924e-02,4.268139295188461829e-02,1.799015601330015979e-02
-6.109927436906380238e-02,-2.096231654836395314e-02,-2.678301896245598862e-02
-5.623973607167311040e-02,-1.532044652528637835e-02,-7.403773730261770103e-03
-4.527514830693447206e-02,-1.184763913783969808e-02,7.483467103781213381e-03
-5.263775139072773140e-02,-8.532414531328622043e-04,-3.112131148924453250e-02
-5.963237178966812602e-02,1.567019458026255169e-02,-9.245115439854970085e-03
-5.940811649564396724e-02,2.203632253775707900e-02,1.594547437471320606e-02
9.011562261237504590e-03,-3.377168360167648320e-02,-5.214254466150408662e-02
1.765501033539484954e-02,-2.516134528280723065e-02,-2.347742603334312950e-02
1.648951667907561092e-02,-1.186204020639288620e-02,8.076521217367099714e-04
