# x,y,z
-2.030443771662240882e-03,-2.096074689727058654e-02,-9.534974176555705699e-03
-2.457683935840745959e-02,2.628944584727743727e-02,5.012613638345660150e-02
-6.935397934011641730e-03,2.395670946535805729e-02,7.277093155252509216e-02
1.159896191879941640e-02,1.848029211297653324e-02,6.528288414265341622e-02
-2.921281599052687195e-02,9.007087181983619573e-03,6.376548950628127543e-02
1.262461759604746603e-03,5.409861175080729612e-03,7.148225311440425944e-02
1.879020841632510208e-02,2.667774200777361243e-03,5.758030844780318014e-02
-2.114157767446142588e-02,-3.611132227179458809e-02,5.826654299686918892e-02
-1.309022034150453262e-03,-3.265971755039565050e-02,6.144398575180413935e-02
1.488638986330628744e-02,-2.806229521334124150e-02,5.577294139337984902e-02
-2.476982713707481104e-02,-1.594340744809441893e-02,6.228141878119422548e-02
2.753231185600946151e-03,-1.393601382188423138e-02,6.692544403790361141e-02
2.043392222547520121e-02,-1.393453385867888215e-02,5.295091018437360353e-02
4.168490762395615779e-03,9.737478566058430096e-03,4.830432579516878017e-03
1.364586917364837837e-03,3.859425028067609703e-02,4.866275986612850213e-03
-1.384090335481008571e-03,6.319896423707027644e-02,9.004410660514220593e-03
