# x,y,z
-6.716683227712016979e-03,-4.267573825262861026e-02,-5.784825121077886295e-02
2.174149054786987667e-02,2.972176161552195217e-04,1.348820063385298973e-02
2.271863202142007654e-02,1.095661087391591737e-02,4.312956072195567314e-02
2.144057269735151483e-02,1.066765681340289817e-02,6.455664414455235256e-02
3.143741014069167949e-04,9.546705276138343910e-03,1.629327148775470968e-02
-1.975309993879847958e-03,-5.253611496429028138e-03,4.117705077842268024e-02
-2.591467725544222001e-03,-1.265582970995405426e-02,6.167811253069370447e-02
-4.036566888569954187e-02,-3.807838659711203222e-03,1.484166909622830488e-03
-4.207221654851235615e-02,1.141557729197363591e-02,1.536872753432234895e-02
-4.843771459682256336e-02,2.348922800554160278e-02,2.767763060900899075e-02
-2.270319007079969753e-02,4.596227227853459663e-03,7.637741110435636305e-03
-2.368439975380570717e-02,1.545276338382305797e-02,3.119423217503052015e-02
-2.688983927861798851e-02,2.472252937614258933e-02,5.122960809437794583e-02
1.976435030722366315e-02,-4.451152870869994060e-02,-3.186514736843533424e-02
4.328347531920355429e-02,-3.039157046537548090e-02,-1.959496591824358425e-02
5.552828063373900502e-02,-1.702267279409377249e-02,-9.258690390160778660e-04
