# x,y,z
-2.603914452772068677e-03,-4.856164591161742095e-02,-6.527746416261089035e-02
2.095865776887798071e-02,1.371712198429395069e-02,-7.451845557311140289e-03
1.203139575865644351e-02,1.943126486428994881e-02,2.380083969975685387e-02
4.814644017778660356e-03,2.667970475414689624e-02,4.442889495029515856e-02
-3.220930610354458268e-03,1.589091770532612136e-02,-1.208225765844436750e-03
1.648465170940582869e-03,-7.603455402756024994e-03,2.086934179598837202e-02
8.258443099738874138e-03,-2.728138871239187829e-02,8.425171212421547762e-03
-4.127897899905014906e-02,-1.698787979215021782e-02,-5.933151276998588353e-03
-5.758821326618246417e-02,-7.881613894860958758e-03,6.260460933584469090e-03
-7.229894767445246839e-02,-2.830053628185141834e-04,1.697375960934402461e-02
-2.609619395229217931e-02,-7.066759144121470548e-04,-4.461870552924920852e-03
-2.502939811378089574e-02,-6.400120078722121297e-04,2.357693574032766748e-02
-2.330094760302227341e-02,-6.546253622803199779e-03,4.755483498849616408e-02
2.546677449413123351e-02,-3.834087653969065618e-02,-4.244998982237586233e-02
5.149481964128588274e-02,-2.750770973561415117e-02,-2.805486008485631039e-02
6.393365878656415147e-02,-1.452729695680093913e-02,-7.599223470677360370e-03
