# x,y,z
2.992819036453871206e-02,-1.993242072754202593e-02,-4.369833854380737737e-02
4.471606096994613921e-02,5.881354236784398781e-02,-9.578602484831139074e-04
5.422918329570182439e-02,6.107318934507507957e-02,3.093675064045027512e-02
5.940986044531752774e-02,4.393254517831655936e-02,4.487104174454273342e-02
1.891050565715823861e-02,5.884033532080487627e-02,8.522843813286370973e-03
2.973815071935298482e-02,5.745930960761894135e-02,3.989366504322398865e-02
3.706543335575744613e-02,4.265822624472237479e-02,5.694949137778740345e-02
-1.254996088792945108e-02,1.433218408709336159e-02,1.581144938251456689e-02
1.222453123467567848e-03,3.221655862422404676e-03,2.868222050889769614e-02
1.680558496190973083e-02,-5.897745462944452982e-03,3.416674337066066824e-02
-9.149518055285577045e-04,3.509410378328337021e-02,1.257016993290243495e-02
6.492218708696623208e-03,3.288586791751907379e-02,4.055564812278528164e-02
1.981143812977884111e-02,1.856935623152379186e-02,5.696422770621369092e-02
5.866717186806416628e-02,-2.591507085009759487e-03,-2.374804722917255723e-02
7.945081162875444747e-02,6.488284929219451797e-03,-1.970155549117391658e-03
8.132393684204572426e-02,1.541991235851005240e-02,2.409734444075595228e-02
