# x,y,z
2.280319705997266300e-02,-2.655474262656472989e-02,-3.913218361125681000e-02
4.753313502525845224e-02,3.695317468955738871e-02,1.929296096326131582e-02
5.915468135115913018e-02,5.791195505551888223e-02,4.530111779252574133e-02
6.089039049383067337e-02,4.661811291244216671e-02,6.609823253459555514e-02
2.401135362838202614e-02,4.312240800128999685e-02,2.525649034328419917e-02
2.744875446159071586e-02,6.318171055646099044e-02,5.152665763971209234e-02
3.083019811018818113e-02,5.364858938761205009e-02,7.367648842074783766e-02
-1.332399050201699131e-02,1.378631101269280068e-02,2.008018991904840511e-02
-1.026140120839698355e-02,1.102758473745597129e-02,4.044562910375910925e-02
-3.550590688882609980e-04,5.729876707736530905e-03,5.570111510824340972e-02
1.659071199956466125e-03,2.810628541599569791e-02,2.247504688388382577e-02
6.047980910651312714e-04,4.736681301133896516e-02,4.568824120922618248e-02
4.507863804104825234e-03,4.016532157893409893e-02,7.121023255079801662e-02
4.843181215035320675e-02,-2.037961687767944619e-02,-1.419382423671793070e-02
5.609723765842113130e-02,-1.943522336951916674e-02,1.506187882743642570e-02
6.592009881089559709e-02,-1.721700236752714969e-02,4.105358174606101029e-02
