# x,y,z
5.524063262838774246e-03,-4.441531641502953487e-02,-4.305994502010696001e-02
3.252313165570334952e-02,2.869368900354045404e-02,-2.515275114649190291e-03
4.159004492735812741e-02,4.982412571578306859e-02,2.043021703793551636e-02
4.529054467538362605e-02,5.508577029910692591e-02,4.077951380029037898e-02
9.191052985488418203e-03,3.423917742634870198e-02,1.514929960167304968e-03
1.267405585195552353e-02,5.489146352069287915e-02,2.316105694196869680e-02
1.453674775751744030e-02,6.693863397830220052e-02,4.133154619174196631e-02
-2.600818155182386959e-02,3.963764271768380199e-03,5.963076927615607037e-03
-1.923698644422459914e-02,9.730230548140463009e-03,2.226018647749036794e-02
-7.963050045814309974e-03,7.492065893320187797e-03,3.488637279463932539e-02
-1.212564637642610244e-02,1.873161628146625957e-02,3.560969156400625724e-03
-8.733089606823354889e-03,3.874907046985825998e-02,2.094710277562160383e-02
-3.043831146749317873e-03,4.925309117771707601e-02,4.177380523190564465e-02
3.373036882603605568e-02,-3.048498464227618332e-02,-2.232691943927712919e-02
4.330711300010500753e-02,-2.438137269823115183e-02,6.238328424451572429e-03
4.125196139690426311e-02,-9.208552114627080454e-03,2.820144617647137031e-02
