# x,y,z
-2.012485406748266981e-02,-4.437023416559954941e-02,-5.772867889959028970e-02
1.092651436802248577e-02,1.216321242271702768e-02,6.816709814946864121e-04
1.547672517778973800e-02,2.687695001885897356e-02,3.070944225983288089e-02
1.354921457158082820e-02,1.439186976381582467e-02,4.947308108304580843e-02
-1.306239342897184963e-02,1.892118582778753305e-02,6.450171267870369318e-03
-1.608899970710629679e-02,3.602866789949091958e-02,3.314863247550688119e-02
-1.318284221283347324e-02,2.410903036434552255e-02,5.268975273588613617e-02
-5.215406664654785585e-02,-1.127919655707495389e-02,3.516532904320940345e-03
-4.118629250565698785e-02,-2.715260569816236105e-02,1.096445149740588043e-02
-2.635954223540062924e-02,-3.780846535231741773e-02,1.393301211631120529e-02
-3.677222896160615984e-02,3.905145815686350552e-03,3.921670311559530275e-03
-4.158228471116152958e-02,6.926492016956865838e-03,3.038313495749830895e-02
-3.877851068615333074e-02,2.652953986151090904e-03,5.518839068693535965e-02
6.636826091206513012e-03,-4.157199323082995390e-02,-3.282323607034452057e-02
1.627132025748746769e-02,-4.752237953677760501e-02,-4.820034159271457952e-03
2.640688539764433906e-02,-4.198078817803231610e-02,1.979633741394855317e-02
