# x,y,z
-7.722723841089518260e-03,-5.531288547352386509e-02,-7.838656054408893459e-02
1.693665049473283557e-03,8.765596322621305170e-05,-1.464653238835038340e-02
-4.144948658356031879e-03,2.561097490988636927e-04,1.616970876500301024e-02
9.525148452987380887e-03,-1.578370119276022859e-02,1.669799504484226205e-02
-1.970222254313193366e-02,-5.835040159434611018e-03,-8.483127054435282699e-03
-7.038289844309222887e-03,-2.164162597988706499e-02,1.307975745353084918e-02
2.861206175864244861e-03,-3.241538158870521658e-02,-2.628242692454957341e-03
-4.165787926746992303e-02,-4.722532354983403902e-02,-1.745956458322719951e-02
-2.389339160928169448e-02,-5.373400241545847611e-02,-1.258774645719754059e-02
-1.179576266783521898e-02,-5.547227564393829302e-02,-2.488286356494993218e-02
-3.345804436982782043e-02,-2.855233681784998673e-02,-1.348334092820295538e-02
-1.546387349802751110e-02,-3.826074589097311351e-02,2.398591239023195598e-03
-3.261483937985962256e-03,-4.411818698978271780e-02,-1.704824031411630858e-02
1.613839706289292575e-02,-4.166244301145546891e-02,-5.404445123720735822e-02
2.508406627735092209e-02,-2.816299644568933530e-02,-2.636812066696497814e-02
1.596214962834641149e-02,-7.569497254508027184e-03,-1.130800522748516557e-02
